Time,Godavari,Lele,Khumaltar,Sankhu,Panipokhari (Kathmandu),Nagarkot,Bhaktapur,Changu Narayan,Chapa Gaun,Buddhanilakantha,Khokana,Sundarijal (Mulkharka),Naikap,Jitpurphedhi,Nangkhel,Kathmandu Airport
1994-01-29 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-01-30 03:00:00,0.0,0.14375195032390842,1.2,0.0,0.14374934362368963,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1437516587253116,0.1437468915440001,0.14374778907928754,0.1
1994-01-31 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-01 03:00:00,0.0,0.09016365642192925,0.0,1.0,0.09016444136146085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09016402295931414,0.09016492313724811,0.09016454382743389,0.0
1994-02-02 03:00:00,0.4,0.37574884250138585,0.0,0.0,0.6412516584528812,8.4,3.4,4.0,0.0,0.8,0.0,1.2,0.2891271787417736,0.8530198093772112,1.1625525303832465,0.2
1994-02-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-09 03:00:00,16.8,0.7506674450427187,13.8,16.5,0.7506674512384564,14.8,16.2,15.0,14.0,13.4,16.2,16.4,0.7506674465664218,0.7506674500338268,0.7506674531668079,14.6
1994-02-10 03:00:00,0.0,0.3627834464378281,0.8,0.0,0.36278345664490463,0.0,2.4,0.0,0.0,1.0,0.0,0.0,0.3627834539032877,0.3627834576887814,0.3627834541410553,0.0
1994-02-11 03:00:00,0.0,-0.006636437231797743,0.0,0.0,0.03134498538397068,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.030701157474855023,0.03828515602424787,0.010747460616336468,0.0
1994-02-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0
1994-02-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-22 03:00:00,4.5,1.8082679287859276,2.4,4.5,1.8082679482136583,6.6,5.3,3.4,11.1,9.0,0.0,6.5,1.8082679345680353,1.8082679480970965,1.8082679534380643,4.2
1994-02-23 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-02-28 03:00:00,0.0,-0.07990918352885235,0.0,0.0,0.4105989536173489,0.0,0.0,0.6,0.0,1.6,0.0,0.0,0.37587289737861873,0.5001180109321228,0.13901865007584924,0.4
1994-03-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-03 03:00:00,0.0,-1.554668950181383e-17,0.0,6.5,7.901677665836449e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3648120088218791e-17,-0.00013450294210273848,-8.034520875117565e-06,0.0
1994-03-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-12 03:00:00,0.0,0.0442489719908652,0.0,0.0,-0.010785665842227954,3.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.02968159876390883,-0.0010305676315049972,0.00025102639528251647,0.0
1994-03-13 03:00:00,0.0,-5.696140995776011e-20,0.0,0.0,3.850684266308738e-06,0.0,0.0,0.0,0.0,5.2,0.0,0.0,-3.360181103532615e-17,1.8926622649221003,4.4228816043093965e-10,0.0
1994-03-14 03:00:00,0.0,0.030858207188257526,0.6,0.0,2.1678410381393074,0.0,0.0,0.0,0.3,0.2,0.2,0.0,0.13051959549466602,0.2945132860572448,-0.04794837256048867,3.4
1994-03-15 03:00:00,0.0,0.9760775105742372,0.0,10.5,0.9760793536528818,5.4,0.0,0.1,0.1,10.0,0.0,9.8,0.9760785076241131,0.9760798306266476,0.9760793582169113,0.0
1994-03-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-21 03:00:00,0.4,0.7045394082546482,1.2,1.0,0.6782346467685891,0.0,0.4,0.3,0.5,0.8,1.6,0.0,0.8188269963561712,0.5272515087092082,0.5029995935107205,0.0
1994-03-22 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-23 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-26 03:00:00,12.9,1.0240331280026251,6.8,0.0,1.0240331294566571,7.3,4.2,5.5,20.0,3.4,11.2,6.2,1.0240331255545136,1.0240331245395844,1.0240331328103314,5.5
1994-03-27 03:00:00,15.0,3.195885277412922e-34,1.2,0.0,1.6844823214617597e-34,1.5,8.2,0.5,14.5,2.4,11.4,2.4,1.1430665972020935e-121,0.004516802858628005,0.04204535407009907,1.0
1994-03-28 03:00:00,1.7,1.1720899882621851,0.0,0.0,0.0893017918259893,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.14725496898587287,-0.0027568236882140607,0.013394529064567076,0.0
1994-03-29 03:00:00,2.0,0.7758827653713116,1.4,0.0,1.6822703041887725,0.0,2.0,4.1,0.5,3.0,0.0,3.2,1.1610266564247824,1.8139590491635356,1.5280615463806142,3.2
1994-03-30 03:00:00,2.0,1.7791295977248751,2.0,0.0,0.8421479293574377,0.0,0.1,0.0,0.7,0.2,2.6,0.0,1.461393605531551,0.14941850739097323,0.4530568602600329,0.5
1994-03-31 03:00:00,0.4,0.19759579161136331,0.0,0.0,0.1975956424583285,0.0,1.2,0.3,0.0,0.0,0.0,0.0,0.197595635135015,0.19759562083683502,0.1975957358090752,0.3
1994-04-01 03:00:00,0.2,0.755044699275359,1.3,13.0,0.7550581457886664,0.0,0.0,0.0,1.2,0.2,2.8,15.2,0.7550520938757188,0.7550605403940507,0.7550579158193883,0.1
1994-04-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-03 03:00:00,0.0,0.03189187884836775,0.0,0.0,0.3103968473685441,0.0,0.0,0.7,0.0,0.0,0.0,2.4,0.2337926072432479,0.41406507889974886,0.24165677486092774,0.0
1994-04-04 03:00:00,0.0,0.01150084740971842,0.0,0.0,0.5295171258477358,3.7,0.0,0.0,0.0,1.2,0.0,0.0,0.04294153018037508,1.048813744733137,0.016633795745604196,0.0
1994-04-05 03:00:00,0.0,0.05687097256484597,0.0,0.0,0.3189797248834281,1.0,0.0,1.4,0.0,1.4,0.0,0.0,0.19207093286111077,0.4616716979456772,0.3371979511130503,0.0
1994-04-06 03:00:00,4.8,2.7907314334288587,3.2,4.0,2.7907316031963036,3.5,3.1,0.0,3.8,3.6,5.0,4.2,2.790731505656628,2.790731486922097,2.7907316100912825,7.4
1994-04-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-16 03:00:00,0.0,0.10623571525807796,0.0,0.0,0.25730327993364455,1.6,0.0,0.0,0.0,0.4,0.0,0.0,-0.013199309329609221,0.32909973784111324,0.008575746975711507,0.0
1994-04-17 03:00:00,3.1,1.4785522005850629,1.4,0.0,1.4785518847701762,1.0,4.3,0.5,4.2,2.0,9.2,2.2,1.47855195233425,1.478551277800238,1.4785519211085383,0.2
1994-04-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-21 03:00:00,0.0,-0.06407976652455893,0.0,0.0,0.10592269557709244,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.09370293159237164,0.14490966893206902,0.024204220167087342,0.0
1994-04-22 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-23 03:00:00,0.0,1.5329204020157284e-12,0.0,0.0,-1.6980944958105247e-05,0.0,0.0,0.0,0.0,0.2,0.0,3.8,-2.1758702203355574e-12,0.4224150307335003,-4.5571162224637425e-05,0.0
1994-04-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-04-28 03:00:00,0.0,0.3110351241745055,0.0,0.0,0.16311323724764915,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.24257836779276043,0.06805487230537643,0.1429649225726184,0.0
1994-04-29 03:00:00,0.0,0.942044609377914,0.0,0.0,0.5148309664753749,0.0,0.0,0.0,2.6,0.0,2.8,0.0,0.803847477881907,0.07779883612981475,0.39565381388067833,0.0
1994-04-30 03:00:00,0.0,0.018947144056057574,0.2,0.0,0.3489166969185442,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.3515925372028246,0.3908096156303964,0.1486548548095441,0.6
1994-05-01 03:00:00,7.4,1.6235300259881683e-10,0.0,0.0,4.180413171277558e-34,0.0,0.0,0.0,12.8,3.0,0.0,1.4,-6.241474132039494e-49,0.07702760288653746,2.856225073463117e-36,0.0
1994-05-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-07 03:00:00,1.7,1.0372862433318647e-24,15.2,0.0,1.9628615350795586e-23,0.0,2.4,0.0,1.6,0.8,4.2,0.0,1.803103122175354e-83,0.006018290655382879,0.03610738973479274,7.7
1994-05-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-09 03:00:00,45.2,0.2642786310512471,58.2,18.0,0.2642786317545741,16.4,42.2,5.6,54.0,17.8,50.4,13.8,0.264278630774794,0.26427863051781053,0.2642786323995542,12.8
1994-05-10 03:00:00,0.0,1.890314409427932e-15,0.0,0.0,-8.727811394312323e-08,0.0,0.0,6.0,0.0,0.0,0.0,0.0,-1.4514150964453286e-15,1.589990029916302e-06,0.00034327948536544975,0.0
1994-05-11 03:00:00,3.2,0.0,1.8,0.0,0.0,0.0,1.1,0.0,3.6,16.4,0.0,6.8,0.0,0.0,0.0,0.2
1994-05-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-15 03:00:00,0.0,0.045410352325378156,0.0,0.0,0.04541035489335954,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.04541045252509157,0.04541027223385363,0.0454102261032201,0.0
1994-05-16 03:00:00,0.0,0.9883162890463609,6.8,0.0,0.989575328719861,0.0,4.4,0.0,1.2,16.0,8.2,3.6,0.9892343002011685,0.989378984948265,0.9892342506357741,11.6
1994-05-17 03:00:00,2.4,0.5917086556518052,19.4,0.0,0.5917086620933452,12.4,14.2,0.2,2.4,24.8,24.4,13.8,0.5917086591033248,0.5917086608196189,0.5917086618319063,18.4
1994-05-18 03:00:00,17.1,0.5563892187695313,1.8,0.0,0.5563892137621451,0.0,4.2,0.0,23.8,0.2,1.0,0.2,0.5563892128936915,0.5563892090524891,0.5563892172207235,0.3
1994-05-19 03:00:00,4.0,0.5288358237701758,0.0,0.0,0.5288363233400288,17.3,6.1,17.3,7.8,12.0,9.2,36.6,0.5288360287857546,0.5288363777797165,0.528836395586858,0.2
1994-05-20 03:00:00,5.6,0.0,3.8,0.0,0.0,1.9,2.0,0.0,7.0,1.6,4.6,16.0,0.0,0.0,0.0,0.0
1994-05-21 03:00:00,0.0,-0.039649481397271646,0.0,0.0,0.12360682187612437,2.4,0.0,1.6,0.0,0.8,0.0,0.0,-0.11743670396183292,0.3792293684422252,0.568350974678002,0.0
1994-05-22 03:00:00,1.0,0.8055007654232222,2.2,6.0,0.8055036506151532,21.9,8.4,2.3,1.5,0.8,5.2,15.4,0.8055012542769753,0.8055042784015793,0.8055049445527425,1.0
1994-05-23 03:00:00,0.0,0.74953772781718,0.0,20.0,0.7496968512932302,7.4,0.2,2.3,1.2,0.0,2.8,5.2,0.7495868064500877,0.7497408154692083,0.7497424099951362,0.0
1994-05-24 03:00:00,16.0,0.31719186596795745,2.6,25.0,0.3171918708790648,22.8,29.0,38.5,0.0,37.4,2.4,55.8,0.3171918680091891,0.31719187151561185,0.31719187156897904,11.8
1994-05-25 03:00:00,43.0,0.334331247499448,11.0,21.0,0.33433125070964653,9.2,31.3,23.6,22.3,26.6,10.2,53.2,0.3343312485513715,0.33433125031475525,0.3343312514153532,37.2
1994-05-26 03:00:00,0.0,0.7346701953115882,0.0,10.5,0.73467307073803,8.1,0.0,0.0,0.0,0.2,0.0,0.0,0.7346703770205036,0.7346746255755157,0.7346748310216865,0.0
1994-05-27 03:00:00,0.0,0.33195898481082975,0.0,0.0,0.4258218488695842,17.7,0.0,0.2,0.0,0.0,0.0,4.4,0.31825620440360286,0.4885374489668231,0.5305506415145952,0.0
1994-05-28 03:00:00,0.0,0.015132797684288733,0.0,5.5,0.243274756873182,0.0,0.0,0.0,0.0,0.0,0.4,6.2,0.019818437394519446,1.029558097918526,0.2523307546013357,0.0
1994-05-29 03:00:00,0.0,1.4911725460745546,0.0,3.5,1.491172990658813,5.5,7.3,6.0,0.0,8.6,2.8,5.4,1.4911727669806887,1.4911730468129156,1.4911730091623263,11.2
1994-05-30 03:00:00,4.0,0.5256160576613932,20.0,2.5,0.5256160624731071,21.3,29.2,13.5,3.1,20.6,19.0,4.2,0.5256160592864589,0.5256160616377021,0.5256160634459557,27.8
1994-05-31 03:00:00,4.9,0.0,2.0,2.0,0.0,28.3,2.0,8.0,4.0,4.6,8.2,20.0,0.0,0.0,0.0,1.6
1994-06-01 03:00:00,1.0,0.0,4.4,15.0,0.0,9.5,2.5,15.5,1.4,3.6,4.2,4.6,0.0,0.0,0.0,18.7
1994-06-02 03:00:00,0.0,0.6889063759645402,3.4,13.5,0.6889069716264332,0.0,0.0,0.6,0.2,0.0,0.8,0.0,0.6889066377833136,0.6889070893633619,0.6889070424174282,0.4
1994-06-03 03:00:00,0.0,1.0306410850402017,0.0,0.0,1.1174520115528608,4.2,2.2,10.1,0.0,10.2,0.0,9.0,1.0773028598289973,1.1362754386315332,1.1167992580206383,2.4
1994-06-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-06-05 03:00:00,5.4,1.540957935654323,1.8,14.0,1.5409598220817144,5.5,3.2,6.6,2.6,2.4,2.2,2.2,1.5409581735820856,1.5409600661208904,1.5409607491753847,2.6
1994-06-06 03:00:00,0.0,0.0012657788224082864,0.0,0.0,0.4459492325903298,0.0,0.0,0.0,0.0,4.2,0.0,4.2,-0.0015164349775295405,2.9175036493258526,-0.08267570389838114,0.0
